1015_R,0.01115488,0.0142443,0.95550233,0.01909849,1.42E-03,9.93E-01,5.40E-03,4.29E-04,0.00193133,0.92405295,0.07068438,0.00333134,0.66372633,0.31406212,0.018006,0.00420553
1648_LLLLLLLLL,1.18E-07,6.77E-06,2.34E-06,1.00E+00,2.02E-13,2.82E-11,3.14E-10,1.00E+00,9.46E-14,3.78E-13,7.75E-09,1.00E+00,8.20E-17,5.52E-16,1.75E-15,1.00E+00
2267_RRR,1.93E-04,7.70E-03,1.30E-01,8.62E-01,2.55E-07,8.85E-04,7.17E-04,9.98E-01,6.06E-09,6.07E-07,2.21E-03,9.98E-01,3.58E-07,1.40E-03,9.67E-01,3.13E-02
0443_LLL,1.11E-05,5.30E-05,4.56E-05,1.00E+00,1.09E-07,4.53E-04,4.41E-05,1.00E+00,8.47E-10,1.05E-06,5.84E-06,1.00E+00,2.68E-12,1.40E-09,2.99E-05,1.00E+00
1390_RR,1.51E-06,4.28E-02,9.20E-01,3.73E-02,7.57E-08,1.18E-02,9.63E-01,2.52E-02,5.34E-09,4.21E-02,9.56E-01,1.43E-03,0.00841682,0.88618004,0.08705135,0.01835174
2261_LLL,7.17E-03,9.90E-01,2.73E-04,2.26E-03,1.17E-05,9.99E-01,1.34E-04,5.26E-04,3.24E-06,9.99E-01,3.98E-04,1.03E-04,3.06E-04,9.89E-01,1.01E-02,1.64E-04
0241_LL,0.00093593,0.8803792,0.0643165,0.05436834,4.82E-05,9.64E-01,2.28E-02,1.28E-02,2.44E-07,9.71E-01,2.79E-02,7.51E-04,2.96E-05,2.92E-01,6.92E-01,1.54E-02
0819_L,6.82E-02,9.31E-01,4.27E-04,3.79E-04,1.92E-01,8.08E-01,1.94E-05,1.50E-04,9.58E-01,4.15E-02,1.71E-04,3.86E-04,9.24E-01,7.64E-02,5.99E-05,4.89E-05
2313_RRRRRRRR,4.80E-06,3.05E-05,2.35E-08,1.00E+00,9.83E-12,6.35E-07,1.07E-06,1.00E+00,8.44E-11,1.14E-10,1.55E-07,1.00E+00,6.71E-22,9.95E-19,1.36E-20,1.00E+00
0381_RRR,1.88E-08,1.28E-03,9.98E-01,3.61E-04,3.48E-11,1.44E-04,1.00E+00,1.54E-04,2.80E-12,3.19E-06,1.00E+00,2.18E-04,1.68E-08,2.51E-03,9.97E-01,2.04E-04
2110_LLLLLLLLLLLLL,2.66E-06,3.36E-05,2.33E-06,1.00E+00,3.24E-09,1.15E-07,2.69E-08,1.00E+00,6.13E-11,9.41E-11,1.11E-07,1.00E+00,2.03E-11,1.43E-10,3.84E-11,1.00E+00
1905_L,9.91E-01,7.54E-03,7.82E-05,1.44E-03,9.68E-01,3.17E-02,5.48E-06,1.32E-04,9.68E-01,3.02E-02,6.04E-04,1.45E-03,8.11E-01,1.86E-01,1.66E-03,5.72E-04
2626_RRR,1.34E-06,9.26E-02,9.02E-01,5.09E-03,4.57E-07,9.60E-01,4.00E-02,4.28E-04,9.04E-09,1.95E-03,9.97E-01,1.27E-03,8.49E-04,8.29E-02,8.99E-01,1.76E-02
0396_L,9.96E-01,3.40E-03,2.66E-06,3.51E-04,1.00E+00,6.93E-05,1.28E-09,1.13E-05,1.00E+00,7.22E-06,3.70E-08,2.97E-05,1.00E+00,1.22E-04,7.48E-13,5.24E-11
0783_R,9.94E-01,5.19E-03,3.82E-05,7.30E-04,9.36E-01,6.39E-02,1.88E-05,2.27E-04,9.99E-01,1.78E-04,9.52E-06,3.78E-04,9.98E-01,2.26E-03,8.29E-09,7.65E-08
0374_L,9.91E-01,8.47E-03,1.04E-05,1.95E-04,1.00E+00,1.91E-04,2.70E-10,1.46E-06,9.99E-01,1.07E-03,7.62E-06,5.12E-05,9.95E-01,4.70E-03,2.13E-08,9.28E-08
1214_LL,7.63E-06,2.70E-01,7.27E-01,2.73E-03,1.20E-05,8.60E-01,1.33E-01,6.28E-03,3.25E-09,9.94E-01,5.74E-03,4.46E-05,6.93E-03,9.93E-01,2.19E-05,5.28E-06
0717_LLLL,4.70E-04,9.93E-01,3.95E-03,2.33E-03,2.01E-07,1.00E+00,2.13E-04,2.18E-05,3.73E-08,1.00E+00,3.86E-04,1.58E-05,4.39E-03,9.04E-01,9.09E-02,5.01E-04
1349_LL,0.01010419,0.8770499,0.09253773,0.0203082,1.34E-04,8.65E-01,1.29E-01,5.82E-03,0.00104494,0.9050622,0.08443053,0.00946232,1.49E-05,9.95E-01,4.63E-03,1.84E-05
2256_R,1.62E-04,9.99E-01,8.55E-04,4.37E-05,2.56E-03,9.97E-01,3.61E-04,2.67E-04,6.19E-06,9.98E-01,1.89E-03,1.69E-05,0.04961436,0.80491364,0.14380279,0.00166925
1768_L,9.98E-01,1.96E-03,3.64E-06,2.75E-04,9.24E-01,7.51E-02,3.76E-05,4.57E-04,9.96E-01,3.24E-03,5.24E-05,2.57E-04,1.00E+00,1.03E-04,1.34E-12,1.03E-10
1375_R,0.04445811,0.71440244,0.2204047,0.02073475,0.00364507,0.97061014,0.02435013,0.00139459,1.26E-03,9.60E-01,3.81E-02,6.09E-04,0.2194059,0.7219637,0.05478192,0.0038485
2404_RRRR,3.85E-07,1.00E+00,2.30E-04,9.27E-06,1.69E-09,1.00E+00,1.07E-06,8.22E-08,8.00E-11,1.00E+00,8.78E-05,1.23E-06,1.65E-04,8.11E-01,1.88E-01,3.09E-04
2731_RRR,1.03E-11,5.03E-06,1.00E+00,3.77E-05,8.27E-09,1.38E-03,9.97E-01,1.40E-03,4.34E-11,2.79E-06,1.00E+00,3.87E-04,9.03E-14,2.10E-06,1.00E+00,4.67E-04
1970_RRRRRRRRR,1.08E-04,5.82E-04,2.19E-05,9.99E-01,7.16E-10,1.67E-07,2.62E-08,1.00E+00,8.80E-13,1.08E-10,1.67E-06,1.00E+00,6.16E-18,8.70E-18,3.95E-18,1.00E+00
1892_L,9.93E-01,6.46E-03,4.72E-06,1.55E-04,2.82E-01,7.18E-01,7.39E-05,3.04E-04,9.96E-01,2.89E-03,1.07E-04,6.76E-04,9.99E-01,8.82E-04,3.47E-10,3.62E-09
0254_LLL,4.28E-10,2.18E-03,9.98E-01,2.06E-05,2.45E-09,9.03E-01,9.67E-02,1.05E-04,6.65E-11,2.02E-03,9.98E-01,2.53E-04,4.03E-06,1.03E-01,8.97E-01,4.44E-04
0044_R,1.48E-09,3.65E-05,1.00E+00,1.04E-06,1.55E-06,2.83E-04,1.00E+00,1.79E-04,1.90E-08,2.44E-06,1.00E+00,9.90E-05,3.54E-07,3.84E-03,9.95E-01,1.49E-03
2725_R,9.98E-01,1.63E-03,7.72E-08,3.68E-05,1.00E+00,1.14E-04,3.98E-10,1.86E-06,1.00E+00,4.40E-05,6.99E-08,1.62E-05,1.00E+00,3.01E-04,2.33E-11,4.38E-10
1298_R,9.96E-01,3.11E-03,1.52E-05,4.76E-04,9.48E-01,5.16E-02,5.03E-06,1.08E-04,9.96E-01,3.00E-03,8.98E-05,4.17E-04,9.33E-01,6.70E-02,8.00E-05,5.61E-05
1433_L,0.98330563,0.01305553,0.00141786,0.002221,9.69E-01,3.02E-02,2.16E-05,8.26E-04,0.9314343,0.0580028,0.00696413,0.00359881,9.63E-01,3.66E-02,3.63E-06,7.35E-06
0609_R,6.24E-03,9.94E-01,8.51E-06,2.94E-05,1.62E-03,9.98E-01,1.18E-07,3.13E-06,1.36E-02,9.86E-01,3.70E-04,3.30E-04,0.16530828,0.75715816,0.07543973,0.0020939
2444_LL,7.17E-04,9.96E-01,1.44E-03,1.82E-03,6.48E-08,1.00E+00,6.66E-05,1.22E-05,5.16E-09,1.00E+00,1.65E-04,6.16E-06,5.26E-05,1.00E+00,3.81E-05,6.70E-07
0864_L,9.91E-01,8.42E-03,3.43E-05,5.98E-04,0.5527595,0.4388455,0.00145369,0.0069413,9.95E-01,3.69E-03,4.43E-05,1.08E-03,9.99E-01,1.46E-03,6.67E-11,5.64E-10
1381_R,9.85E-01,1.50E-02,1.30E-06,2.66E-04,9.68E-01,3.24E-02,9.34E-08,7.89E-05,1.00E+00,3.63E-06,2.77E-09,1.28E-06,9.86E-01,1.45E-02,1.68E-06,5.83E-06
1342_L,9.71E-01,2.85E-02,2.80E-05,8.31E-04,1.00E+00,3.26E-04,5.42E-09,1.50E-05,1.00E+00,1.36E-05,5.72E-08,2.41E-05,9.92E-01,8.49E-03,5.61E-09,1.51E-08
0099_L,1.00E+00,4.20E-05,1.75E-09,4.78E-06,1.00E+00,3.35E-05,1.50E-11,5.34E-07,1.00E+00,5.13E-06,6.56E-09,4.31E-06,9.99E-01,1.05E-03,3.04E-11,1.35E-09
2434_L,9.89E-01,1.07E-02,2.98E-07,3.35E-05,9.98E-01,2.07E-03,2.92E-08,6.12E-06,9.99E-01,6.86E-04,1.14E-06,1.31E-05,1.00E+00,6.81E-05,3.28E-13,1.45E-11
0787_RRR,3.55E-04,9.85E-01,4.66E-03,1.01E-02,1.14E-05,1.00E+00,1.58E-05,3.35E-04,4.15E-04,9.90E-01,4.88E-04,9.26E-03,9.59E-05,1.00E+00,2.25E-06,1.09E-05
0900_L,0.3447263,0.6525055,0.00070486,0.00206329,2.50E-02,9.75E-01,2.75E-05,4.56E-05,0.445798,0.5413408,0.00808566,0.0047755,5.66E-01,4.34E-01,2.16E-04,1.34E-05
2070_L,8.63E-01,1.36E-01,1.31E-05,4.34E-04,7.38E-01,2.62E-01,6.07E-07,2.63E-05,1.00E+00,7.34E-05,1.71E-07,9.70E-06,9.58E-01,4.20E-02,4.96E-06,4.56E-06
0435_R,9.98E-01,1.40E-03,9.46E-07,1.55E-04,9.98E-01,1.88E-03,2.04E-08,8.72E-06,9.99E-01,1.05E-03,9.41E-06,1.20E-04,9.98E-01,2.23E-03,3.43E-09,3.67E-08
1882_LLL,3.04E-04,9.95E-01,1.25E-03,3.79E-03,1.81E-07,1.00E+00,7.74E-05,9.23E-05,1.22E-04,9.93E-01,1.64E-03,4.97E-03,1.34E-05,1.00E+00,2.73E-04,2.95E-05
1919_RRRR,0.00162376,0.9758462,0.01502206,0.00750804,7.25E-08,1.00E+00,9.97E-05,6.97E-06,2.65E-08,9.99E-01,4.79E-04,3.08E-05,1.64E-03,9.95E-01,3.04E-03,1.06E-05
0943_L,9.93E-01,6.22E-03,6.42E-05,1.06E-03,9.98E-01,1.97E-03,1.29E-07,1.47E-05,9.99E-01,1.08E-03,1.90E-05,6.77E-05,1.00E+00,2.90E-04,1.45E-11,2.20E-10
1518_L,9.81E-01,1.79E-02,1.36E-05,1.05E-03,9.93E-01,6.68E-03,4.34E-08,4.32E-05,9.77E-01,2.12E-02,8.68E-05,1.82E-03,4.58E-01,5.41E-01,4.32E-04,5.43E-05
0803_L,9.99E-01,1.17E-03,6.55E-07,2.42E-05,9.97E-01,3.28E-03,2.35E-08,8.23E-06,9.99E-01,5.74E-04,4.16E-06,4.89E-05,9.86E-01,1.39E-02,4.31E-07,2.60E-06
0968_RRRR,8.81E-11,4.05E-05,1.00E+00,2.35E-05,8.10E-10,1.33E-05,1.00E+00,1.96E-04,3.71E-15,1.80E-10,1.00E+00,1.66E-05,3.51E-09,4.14E-04,9.98E-01,1.75E-03
0364_L,5.78E-10,1.32E-06,1.00E+00,9.64E-06,3.10E-08,1.85E-05,1.00E+00,1.12E-05,8.54E-13,3.61E-11,1.00E+00,1.72E-06,8.49E-10,1.74E-03,9.98E-01,1.16E-05
0381_RRRR,1.08E-08,3.12E-04,1.00E+00,1.14E-04,3.39E-09,4.59E-03,9.95E-01,2.39E-04,8.63E-13,5.27E-07,1.00E+00,1.29E-04,3.55E-09,3.35E-03,9.97E-01,2.75E-05
1400_L,1.31E-04,2.03E-03,9.97E-01,6.31E-04,4.12E-04,4.48E-02,9.52E-01,2.75E-03,6.28E-05,1.06E-02,9.87E-01,1.87E-03,4.81E-04,1.93E-01,8.04E-01,1.72E-03
2338_RRRRRRR,1.63E-10,3.14E-08,4.92E-06,1.00E+00,6.78E-08,7.03E-06,6.05E-08,1.00E+00,2.47E-11,9.11E-08,9.02E-05,1.00E+00,5.57E-20,1.21E-17,4.97E-13,1.00E+00
2430_RRR,1.20E-05,1.18E-04,7.25E-04,9.99E-01,2.72E-07,1.68E-03,6.39E-02,9.34E-01,5.33E-09,1.88E-05,5.36E-01,4.64E-01,2.00E-06,2.28E-04,8.50E-02,9.15E-01
1420_R,0.24162121,0.756259,0.00102956,0.00109025,5.58E-02,9.44E-01,1.23E-04,2.33E-04,9.78E-03,9.90E-01,2.66E-04,1.51E-04,0.04011839,0.8014013,0.15623228,0.00224804
0503_R,9.90E-01,9.30E-03,1.12E-05,9.90E-04,9.98E-01,1.86E-03,6.89E-08,4.79E-05,1.00E+00,3.32E-05,1.84E-07,7.07E-05,1.00E+00,1.95E-04,3.02E-13,1.55E-11
2120_RRRRRRRRR,0.00254732,0.03421421,0.00173654,0.961502,3.53E-09,9.83E-07,1.80E-06,1.00E+00,6.71E-10,2.00E-08,1.58E-05,1.00E+00,3.13E-18,3.49E-17,6.50E-16,1.00E+00
2359_R,9.99E-01,1.06E-03,1.85E-07,2.38E-05,1.00E+00,1.10E-04,3.13E-10,4.58E-07,1.00E+00,8.89E-06,7.72E-09,9.52E-07,9.83E-01,1.67E-02,1.76E-06,6.32E-06
1896_RRRR,1.61E-02,9.82E-01,4.60E-05,1.72E-03,9.57E-05,1.00E+00,1.78E-05,6.92E-05,4.24E-05,9.99E-01,2.29E-04,4.42E-04,1.31E-03,9.98E-01,8.57E-04,2.23E-04
0413_L,0.00242005,0.00334014,0.98626304,0.00797674,0.0039595,0.01102206,0.9755755,0.00944286,1.16E-03,8.69E-04,9.93E-01,5.21E-03,3.22E-12,2.20E-06,9.88E-01,1.21E-02
0855_LL,3.20E-04,9.94E-01,2.44E-03,2.87E-03,3.27E-07,1.00E+00,3.38E-05,2.09E-05,2.83E-09,1.00E+00,4.83E-05,3.83E-06,9.66E-04,9.89E-01,9.30E-03,3.69E-04
1203_RRRRRRRRR,4.78E-05,1.63E-04,1.89E-03,9.98E-01,1.71E-08,1.78E-07,7.36E-07,1.00E+00,4.61E-10,8.44E-09,2.02E-04,1.00E+00,1.74E-14,6.59E-14,2.12E-12,1.00E+00
1667_LL,1.72E-06,2.68E-01,7.31E-01,6.31E-04,3.26E-08,2.93E-01,7.05E-01,1.19E-03,1.07E-08,2.19E-01,7.79E-01,1.66E-03,2.57E-06,7.18E-02,9.28E-01,3.07E-04
0734_LLL,1.03E-05,9.88E-01,1.11E-02,1.09E-03,1.34E-07,1.00E+00,3.41E-06,3.58E-06,1.14E-07,9.98E-01,1.51E-03,1.26E-04,4.53E-06,1.00E+00,3.71E-04,4.42E-06
2067_LLLLLLLLLL,1.03E-04,5.50E-04,6.87E-05,9.99E-01,9.16E-09,4.50E-06,2.45E-07,1.00E+00,1.28E-14,1.39E-11,1.29E-05,1.00E+00,3.72E-14,5.13E-13,2.58E-11,1.00E+00
0443_LL,2.01E-06,7.33E-06,9.38E-05,1.00E+00,9.54E-07,1.42E-04,3.10E-04,1.00E+00,1.43E-11,1.73E-09,1.27E-06,1.00E+00,3.87E-14,7.83E-11,1.61E-05,1.00E+00
1572_RR,8.31E-08,2.21E-02,9.77E-01,5.92E-04,1.04E-07,4.95E-01,5.04E-01,1.04E-03,9.78E-09,5.86E-01,4.13E-01,6.09E-04,1.03E-03,9.87E-01,1.14E-02,1.43E-04
1104_LLL,7.34E-05,9.99E-01,6.49E-04,2.51E-04,2.99E-08,9.62E-01,3.79E-02,4.94E-04,2.03E-07,9.94E-01,5.67E-03,2.15E-04,0.00429552,0.8526802,0.12058899,0.02243534
0791_R,9.83E-01,1.67E-02,9.48E-06,1.88E-04,1.54E-01,8.46E-01,5.95E-06,4.53E-05,9.85E-01,1.39E-02,4.04E-05,5.91E-04,0.65482146,0.24796656,0.06300411,0.03420789
0620_RRRRRRR,7.60E-14,4.27E-12,1.18E-09,1.00E+00,2.57E-09,8.27E-10,3.42E-12,1.00E+00,6.14E-14,1.23E-11,5.37E-11,1.00E+00,8.83E-25,1.19E-22,4.59E-18,1.00E+00
2567_L,1.89E-03,6.47E-05,6.10E-04,9.97E-01,7.80E-02,8.57E-03,2.33E-04,9.13E-01,6.23E-03,1.42E-04,4.90E-05,9.94E-01,3.28E-05,8.88E-05,3.23E-03,9.97E-01
1821_R,3.37E-06,4.02E-07,1.27E-05,1.00E+00,2.65E-04,1.63E-06,6.35E-08,1.00E+00,7.77E-05,2.89E-07,7.28E-07,1.00E+00,1.73E-18,4.77E-15,1.83E-08,1.00E+00
0008_LLL,3.20E-11,5.27E-09,5.37E-07,1.00E+00,1.44E-11,2.12E-09,2.25E-09,1.00E+00,4.03E-10,1.30E-07,5.14E-05,1.00E+00,2.86E-11,1.10E-08,3.66E-05,1.00E+00
1006_RRR,3.15E-05,9.94E-01,5.18E-03,1.07E-03,7.76E-07,9.99E-01,4.98E-04,4.58E-04,2.32E-09,1.00E+00,2.31E-05,8.04E-06,5.16E-06,9.98E-01,1.58E-03,6.53E-06
2375_RRRR,6.06E-04,9.85E-01,8.57E-03,6.03E-03,4.62E-07,1.00E+00,3.31E-04,3.94E-05,5.15E-08,1.23E-01,8.75E-01,2.35E-03,0.00474524,0.7681804,0.22480612,0.00226828
1140_L,9.99E-01,7.47E-04,1.55E-07,4.25E-05,1.00E+00,2.26E-04,1.43E-08,1.92E-05,1.00E+00,4.77E-05,5.53E-07,2.82E-05,9.97E-01,2.76E-03,6.20E-09,4.92E-08
0540_RRRRRRRRR,1.28E-04,8.84E-03,5.50E-04,9.90E-01,2.49E-12,3.43E-09,3.26E-09,1.00E+00,2.25E-12,9.35E-09,6.72E-06,1.00E+00,3.36E-07,2.21E-07,4.56E-08,1.00E+00
2552_RRRR,1.37E-06,1.00E+00,9.73E-05,1.87E-05,1.39E-06,1.00E+00,1.65E-06,1.10E-06,3.62E-08,1.00E+00,4.25E-05,5.93E-06,4.08E-03,9.87E-01,8.50E-03,3.67E-04
1070_LL,2.45E-08,1.62E-04,9.99E-01,1.20E-03,3.54E-07,3.96E-04,9.98E-01,1.89E-03,6.01E-13,1.19E-08,1.00E+00,5.55E-05,4.30E-11,2.73E-04,1.00E+00,4.41E-05
1070_LLL,3.38E-07,6.48E-03,9.73E-01,2.00E-02,2.04E-08,1.39E-03,9.97E-01,1.54E-03,1.68E-16,1.69E-11,1.00E+00,4.74E-06,1.78E-14,1.43E-05,1.00E+00,4.48E-06
0345_LLLLLLLL,5.37E-08,2.18E-07,1.34E-08,1.00E+00,8.02E-13,2.14E-10,9.04E-08,1.00E+00,1.60E-15,3.82E-14,7.12E-08,1.00E+00,9.24E-26,5.20E-22,1.36E-21,1.00E+00
2050_LLLLLLLL,1.71E-06,3.08E-07,9.64E-08,1.00E+00,4.03E-08,6.87E-07,1.06E-06,1.00E+00,2.82E-12,6.86E-13,5.73E-07,1.00E+00,1.24E-21,1.19E-17,1.55E-18,1.00E+00
2647_RRRR,8.14E-10,8.75E-05,1.00E+00,1.98E-05,3.69E-09,1.39E-04,1.00E+00,2.93E-04,8.85E-13,3.72E-08,1.00E+00,1.79E-05,4.49E-09,3.81E-04,9.98E-01,1.56E-03
2567_LLLL,9.70E-06,4.48E-04,6.12E-04,9.99E-01,8.94E-05,1.04E-01,4.37E-03,8.92E-01,3.33E-06,3.78E-03,6.96E-04,9.96E-01,3.03E-06,3.26E-05,1.27E-03,9.99E-01
2155_R,2.18E-03,9.91E-01,6.27E-03,4.07E-04,0.01264147,0.94953865,0.02972803,0.00809188,0.51357853,0.48308632,0.00053314,0.00280203,0.17943747,0.7223089,0.0935416,0.00471203
1522_LLLLLLLLLLL,2.43E-11,3.90E-08,1.54E-07,1.00E+00,4.90E-13,2.35E-08,1.22E-07,1.00E+00,3.07E-15,4.03E-12,4.61E-08,1.00E+00,3.39E-19,4.94E-18,8.14E-17,1.00E+00
0186_L,9.63E-01,3.63E-02,3.17E-05,2.57E-04,1.24E-01,8.75E-01,3.58E-04,6.60E-04,9.72E-01,2.77E-02,1.57E-04,3.59E-04,9.90E-01,9.86E-03,1.61E-07,4.28E-07
0431_L,9.71E-01,2.68E-02,6.03E-04,1.59E-03,9.73E-01,2.60E-02,6.41E-05,6.97E-04,9.99E-01,4.56E-04,1.32E-05,1.36E-04,9.96E-01,3.95E-03,7.30E-09,4.58E-08
2519_RR,1.38E-05,1.00E+00,3.25E-05,5.07E-05,4.71E-07,9.98E-01,6.28E-04,1.17E-03,7.06E-04,9.97E-01,3.90E-04,1.99E-03,2.37E-03,9.97E-01,4.11E-04,5.71E-05
1104_LLLL,8.64E-05,9.91E-01,6.08E-03,2.69E-03,3.96E-07,8.92E-01,1.07E-01,4.97E-04,8.42E-07,1.00E+00,3.73E-04,4.02E-05,1.43E-03,9.97E-01,1.69E-03,3.45E-05
0609_RRRR,2.55E-06,1.00E+00,5.65E-05,3.65E-05,2.59E-09,1.00E+00,5.91E-07,2.32E-07,5.26E-08,1.00E+00,1.42E-04,2.36E-05,7.31E-04,9.85E-01,1.39E-02,2.66E-04
2305_LL,1.23E-04,6.43E-01,3.36E-01,2.13E-02,1.13E-04,1.00E+00,5.94E-06,4.00E-05,9.77E-07,9.99E-01,1.10E-03,1.08E-04,2.28E-04,1.00E+00,1.44E-04,1.36E-05
1314_L,5.61E-04,8.05E-02,9.18E-01,1.22E-03,0.32121164,0.62122047,0.04563723,0.01193062,0.00572026,0.6411952,0.34147593,0.01160855,0.0050034,0.45899427,0.53382283,0.00217948
0513_LL,1.94E-08,9.91E-04,9.99E-01,1.49E-04,1.65E-08,1.06E-02,9.87E-01,2.50E-03,6.40E-11,1.49E-04,1.00E+00,1.42E-04,6.33E-07,1.65E-02,9.81E-01,2.52E-03
